Step,画像,VAEあり,pooling
20992,85.42420197,147.2505188,64.40441132
21248,84.53370667,148.0675812,64.88895416
21504,83.58140564,148.1101685,65.46302795
21760,82.85101318,148.884964,66.24221802
22016,82.18774414,151.3799438,65.12456512
22272,82.29730225,150.2447968,65.1570816
22528,81.92733765,152.8215332,65.19696045
22784,81.84358215,154.0092163,64.19400024
23040,82.58378601,154.0092163,62.44227219
23296,82.80240631,155.5407104,62.76177216
23552,82.78894806,157.0942688,63.07811737
23808,83.79376984,157.7181702,63.21866226
24064,82.12522888,158.3396454,62.53661728
24320,81.51715088,155.0719147,62.45514679
24576,83.66542053,152.6083069,62.00071716
24832,82.73091125,152.375885,61.77941132
25088,83.02874756,152.1941528,61.44097137
25344,83.04740143,152.6652832,62.77414322
25600,83.94961548,152.4770355,62.95567703
25856,84.55988312,152.0835114,62.15050507
26112,86.04457092,155.2553558,62.9353447
26368,85.25750732,155.8546295,63.36948395
26624,87.03141785,156.9978027,64.0587616
26880,87.02835083,155.39888,63.40491867
27136,87.24838257,158.9203186,62.05395508
27392,86.58625793,155.1665497,62.71718216
27648,89.02365112,155.2353058,62.27671432
27904,90.38485718,155.6969299,62.55281067
28160,90.8992691,156.4931793,61.9732399
28416,91.07659912,159.458252,61.31703568
28672,92.10324097,159.89534,60.88803101
28928,91.80072784,161.5727081,61.52216339
29184,93.10686493,164.1851654,61.33185196
29440,92.85145569,162.1425629,59.91856003
29696,94.90294647,162.8138733,58.64229584
29952,94.03164673,165.3358459,58.30317307
30208,94.26650238,165.6242065,57.70318985
30464,93.88681793,163.5554199,57.77999115
30720,95.25730896,162.364975,58.54968643
30976,93.04164886,162.9537354,57.00637817
31232,93.0788269,162.1942139,57.70439911
31488,92.55741882,164.8139954,58.03827667
31744,92.55633545,167.1805878,58.05399323
32000,92.51481628,167.382782,56.60019302
32256,94.0980072,167.0345154,56.90925217
32512,93.12902069,171.044632,57.19975281
32768,95.49308777,173.9579163,57.24298477
33024,95.47916412,173.6355438,57.45155716
33280,95.90361786,173.7606964,57.7261467
33536,95.38111115,175.2524414,58.46209717
33792,96.18103027,174.5002136,59.55450058
34048,95.92261505,175.7119751,58.98547745
34304,97.53923035,175.0598907,57.96479416
34560,96.43761444,176.0523224,57.9678154
34816,99.16451263,174.5253601,58.00759125
35072,98.92737579,180.1278381,58.49342728
35328,99.64641571,179.5684052,57.45567322
35584,99.68630981,183.5180206,58.18730164
35840,100.3364639,185.1001434,59.0847168
36096,101.4150391,183.5299683,59.4179039
36352,100.4893341,186.1264191,59.24653244
36608,101.4084854,184.5148315,59.12471008
36864,101.615097,188.0837708,59.36130905
37120,99.88266754,192.0412445,58.01158524
37376,103.0762253,193.1678772,58.3454895
37632,101.8918228,192.0509949,59.39213181
37888,104.1215439,193.0748291,60.25690079
38144,104.9428024,196.6837463,61.06961441
38400,105.5526505,198.0614166,61.65085602
38656,106.548645,203.4750824,60.60964966
38912,106.1059494,201.967041,61.67850113
39168,108.3987808,204.4172363,62.60567093
39424,108.9264832,201.5807343,62.35998535
39680,109.4375916,205.8865356,62.5321312
39936,110.4317245,206.3860779,61.98824692
40192,110.2421188,210.5115967,63.01698685
40448,108.5318451,209.0193481,63.79111862
40704,108.5835495,210.0298462,63.59590149
40960,110.6287994,211.0054169,63.60295868
41216,110.5524063,207.4834137,64.59444427
41472,109.5040359,208.5238953,65.37749481
41728,108.6012115,214.0789642,66.37310791
41984,106.6309586,212.8914795,66.58393097
42240,106.5146179,209.7169647,66.2638855
42496,108.0322723,208.1265717,66.08644867
42752,107.7028351,211.3285522,65.77806091
43008,107.8246002,212.9237823,65.80148315
43264,108.8516388,208.5431824,65.41909027
43520,111.0409012,208.4319305,65.55545044
43776,115.2436447,208.4472961,66.39967346
44032,115.7521286,208.6942749,66.30625916
44288,118.9270096,212.0075378,67.24515533
44544,121.2008209,212.5278778,65.91332245
44800,121.1022949,212.7218323,66.30060577
45056,121.8783112,212.8955078,66.93482971
45312,124.9883194,211.4011841,67.09674072
45568,123.6829147,210.3595123,67.88426971
45824,126.0967026,212.8282318,68.07171631
46080,125.344017,214.3799896,67.78256989
46336,126.9881973,212.2136383,67.71992493
46592,129.746109,211.791153,67.95684052
46848,129.9780579,209.5278473,67.95684052
47104,130.821106,212.0434723,68.27075958
47360,130.2158661,215.1209106,68.50994873
47616,132.3217621,217.1005707,69.4635849
47872,132.7174225,217.1714935,69.4635849
48128,130.4083252,221.1153259,70.38584137
48384,133.1954498,221.526413,70.37960815
48640,136.7866516,219.8358002,70.91179657
48896,135.2694397,215.6350098,70.80482483
49152,138.8086395,215.9787292,70.80482483
49408,137.9478302,213.2141418,70.80482483
49664,140.9324799,213.2141418,70.80482483
49920,131.9925079,216.2355957,70.80482483
50176,116.3890991,218.6634979,70.80482483
50432,110.6600266,217.7975769,70.80482483
50688,108.8935471,219.4210968,70.80482483
50944,106.8018951,216.223938,71.22220612
51200,108.1041641,217.5664978,70.24753571
51456,105.159317,217.5206757,70.24753571
51712,106.6274033,218.503952,70.24753571
51968,107.2908707,216.9831238,70.24753571
52224,108.0847168,219.9034729,70.06588745
52480,109.3818436,216.1566162,70.76169586
52736,110.9672546,217.6742401,71.4940033
52992,112.1194153,216.9146118,71.99488068
53248,112.9822464,220.7058411,71.40564728
53504,113.3088989,221.9430847,71.41424561
53760,112.1577835,222.7871552,71.20825958
54016,112.6674118,217.5440979,70.68707275
54272,112.1134796,218.1766205,70.68707275
54528,114.4876862,218.3409882,70.68707275
54784,110.8969421,218.202774,71.77637482
55040,110.8080902,218.8590851,71.99066162
55296,109.736557,218.6650238,71.99066162
55552,108.1333923,218.6733093,71.99066162
55808,108.6930466,219.0574799,71.99066162
56064,108.0379333,219.2207489,71.99066162
56320,104.8305664,221.0560455,71.99066162
56576,101.8296661,219.7467194,71.99066162
56832,101.8759918,219.1997528,71.99066162
57088,103.8139877,222.9362183,71.99066162
57344,104.3196182,224.5823822,71.99066162
57600,103.8692017,226.3535004,71.99066162
57856,104.8361206,222.7492676,71.99066162
58112,100.4600983,222.4280548,71.99066162
58368,98.62966919,222.8361969,71.99066162
58624,97.6789856,222.8288422,72.24187469
58880,96.1505661,222.1600952,67.73191071
59136,99.74085236,223.2162476,61.80999374
59392,101.7341843,223.431839,56.68312073
59648,104.2012787,218.3552094,55.25786591
59904,107.0879974,218.2780914,54.39355087
60160,110.8332672,217.9878082,53.50204468
60416,111.9166641,217.1104889,52.81513596
60672,110.5067978,214.1645508,50.31077957
60928,109.9722824,213.4888611,50.29824829
61184,106.7415924,214.0672302,50.01430511
61440,102.978241,210.3116608,49.11489105
61696,98.29408264,208.5027771,48.92593765
61952,96.89264679,208.4327698,47.55506134
62208,93.23796082,209.6711121,47.35247803
62464,88.47698212,210.4762268,45.18893051
62720,86.29701233,209.4953461,44.792099
62976,84.23080444,208.2341919,44.94616699
63232,82.03817749,203.8616028,41.88788986
63488,81.44934082,201.3270874,39.52754211
63744,80.81411743,201.479538,38.58924103
64000,78.19301605,199.2262878,37.57843781
64256,75.97018433,201.0389252,36.76091766
64512,76.83022308,204.2219543,35.51482391
64768,76.07850647,204.3283997,35.51482391
65024,74.48703003,201.1882324,35.51482391
65280,73.97528076,200.237442,36.81793594
65536,73.44589233,201.3223724,36.81793594
65792,74.12644196,197.3438263,36.81793594
66048,73.44430542,195.5571289,36.81793594
66304,73.17093658,192.8642578,38.0978241
66560,72.41883087,195.1066742,39.45298004
66816,72.39564514,195.1066742,40.09578705
67072,73.52078247,198.7231903,41.06270218
67328,75.75054932,201.8530884,42.45752716
67584,77.74016571,202.1125488,43.47206497
67840,83.72540283,202.4146118,44.95957947
68096,85.11466217,199.9894562,46.23780823
68352,91.47161102,199.7444611,46.91628265
68608,91.16689301,200.3029022,48.1311264
68864,94.39331818,198.4277191,48.88106918
69120,97.92637634,201.5030823,49.75518417
69376,103.5607452,200.9906616,50.33497238
69632,105.4067154,198.0285339,51.1349678
69888,108.5442352,195.0480957,51.98729324
70144,109.7583694,193.8926697,51.98729324
70400,111.5288849,195.4959869,52.76629639
70656,114.5462875,195.303421,52.17422485
70912,115.615036,193.4569244,52.07849121
71168,118.3776703,196.5521393,51.83976746
71424,122.0479431,198.9692383,53.38551712
71680,125.0847244,198.4420624,52.8394165
71936,126.8464661,202.8468323,53.58638763
72192,129.1077423,201.9658203,54.19670486
72448,129.0969696,203.2518463,55.430336
72704,130.461319,207.2310791,54.9633255
72960,131.4241943,207.7414856,57.21354294
73216,130.7480927,207.5523682,57.87545013
73472,134.8069305,210.4297638,57.64945221
73728,136.9606171,210.6911316,56.76599121
73984,138.2583008,212.5883636,56.76599121
74240,139.0559387,212.937561,57.11109543
74496,141.6789703,216.5396118,56.58317566
74752,141.197403,216.5010071,57.23947525
75008,141.3362427,216.9159393,57.20663452
75264,143.1714478,218.2393799,57.20663452
75520,145.4390869,220.3850708,57.20663452
75776,144.3741913,218.8739014,57.20663452
76032,145.3487396,220.5676117,57.20663452
76288,144.445694,218.4981842,57.20663452
76544,145.3119202,217.5463409,57.20663452
76800,147.4324341,218.3264313,58.27114487
77056,146.6175842,217.2846069,58.69430542
77312,145.5033264,218.0009613,59.46147156
77568,137.938858,218.0538025,60.11377716
77824,132.6850433,213.6749573,59.64897919
78080,133.6783142,212.6755219,60.5044632
78336,129.244278,212.4809418,60.99549103
78592,125.9925079,214.5289307,60.99549103
78848,125.4051285,214.7922211,61.23836136
79104,122.671669,214.1909332,61.06947708
79360,123.6069641,214.5688934,59.37905884
79616,122.5588608,215.9701691,59.0783577
79872,120.625946,215.1573639,60.15252304
80128,117.6356888,208.18367,60.01220322
80384,116.5374146,208.0394745,61.56703186
80640,115.2797546,210.1246948,61.92374802
80896,115.5335159,209.3493195,63.16386795
81152,117.3143997,210.870697,63.85152435
81408,117.1214371,211.1819,64.84270477
81664,116.0552292,210.2698517,65.27363586
81920,112.5316238,206.2117767,65.6293869
82176,110.7961121,205.7713013,65.52256775
82432,111.5884247,207.5666504,66.29322815
82688,108.7553024,210.7229767,67.41937256
82944,108.854393,210.0086975,67.55429077
83200,108.0878067,214.4236145,67.03743744
83456,107.3853607,213.0106506,64.98627472
83712,107.1575241,212.8715515,64.6006012
83968,106.0406265,214.2967834,65.64537811
84224,106.6437683,211.9449768,66.57622528
84480,106.4100952,211.7741852,67.39054108
84736,110.7807922,206.9975433,68.60601044
84992,111.2979431,206.0510101,69.19563293
85248,111.1982346,202.9556122,68.15596771
85504,110.2871246,201.225174,68.82809448
85760,113.2561035,200.6645203,67.7265625
86016,112.9931107,200.6645203,67.57652283
86272,118.6705475,205.0772095,68.21188354
86528,120.4420471,202.2811737,65.69256592
86784,120.9648972,201.4476929,66.20871735
87040,119.9429474,197.3211212,67.18456268
87296,122.5676346,195.7981415,68.93776703
87552,112.8912659,195.1347809,68.99448395
87808,101.6560974,196.1986847,69.81111908
88064,95.59203339,191.9074097,69.55880737
88320,88.63021851,194.3273621,69.55880737
88576,81.11088562,194.8319397,69.55880737
88832,78.90473938,195.7401886,69.55880737
89088,76.99912262,195.099884,69.55880737
89344,76.62593842,194.2620697,69.55880737
89600,72.98763275,192.1732788,70.23443604
89856,70.0033493,193.2287598,69.69451904
90112,71.30364227,192.6712799,69.69451904
90368,69.33572388,189.1300964,69.33322906
90624,62.57395172,187.4948425,70.26946259
90880,58.95957184,188.0212097,69.54124451
91136,54.34975815,189.6185608,68.96261597
91392,49.96383286,189.8124542,67.74820709
91648,48.6231308,187.3309021,68.61999512
91904,48.54183197,186.6157532,69.4598465
92160,47.23455429,182.1706238,69.81363678
92416,47.26933289,183.4519806,70.35503387
92672,48.63381958,182.2404633,70.35503387
92928,52.96289825,183.7570801,70.35503387
93184,56.70543289,183.8112946,66.87615967
93440,60.38854218,187.2620239,60.89132309
93696,63.62967682,190.9219971,57.54640961
93952,66.34926605,192.3056641,55.80344772
94208,68.43418121,190.1653137,55.74472046
94464,69.24195099,189.3603821,54.74415207
94720,71.34069061,190.8025665,53.79781723
94976,73.26224518,189.4607544,51.92318344
95232,74.55104065,189.259079,53.05478287
95488,76.1023407,192.3213196,53.05838776
95744,78.77577972,189.7751923,50.81498337
96000,79.85630035,188.6309662,49.29090118
96256,82.66726685,183.8274536,46.29804611
96512,83.34094238,184.9212494,46.2350235
96768,86.88449097,184.8501282,46.36075974
97024,89.18186951,187.0048523,47.00229645
97280,91.47637177,185.0195465,47.49998093
97536,93.64286804,188.2210846,48.15969467
97792,96.85445404,184.8914185,48.15969467
98048,97.63445282,181.9034271,49.73866272
98304,99.14538574,181.4329071,49.10681915
98560,100.8592834,181.3188019,48.69376755
98816,103.6472244,184.9957123,47.8939209
99072,105.5045624,185.0454712,48.34273148
99328,106.767662,185.6804199,47.66625595
99584,107.9065018,186.1452484,48.70846939
99840,108.02668,186.9151459,48.22427368
100096,106.9516068,183.6703949,45.84476852
